date,sku,location,quantity,unit_price,total_amount
2026-03-26,SKU01946,ST044,2,235.46,470.92
2026-03-26,SKU01947,ST051,22,211.25,4647.5
2026-03-26,SKU01948,ST006,17,249.87,4247.79
2026-03-26,SKU01949,ST013,46,39.08,1797.68
2026-03-26,SKU01950,ST020,6,47.14,282.84
2026-03-26,SKU01951,ST027,10,78.42,784.2
2026-03-26,SKU01952,ST034,19,109.85,2087.15
2026-03-26,SKU01953,ST041,19,122.27,2323.13
2026-03-26,SKU01954,ST048,3,138.48,415.44
2026-03-26,SKU01955,ST003,12,151.7,1820.4
2026-03-26,SKU01956,ST010,22,191.02,4202.44
2026-03-26,SKU01957,ST017,25,220.59,5514.75
2026-03-26,SKU01958,ST024,7,263.44,1844.08
2026-03-26,SKU01959,ST031,16,18.62,297.92
2026-03-26,SKU01960,ST038,8,39.18,313.44
2026-03-26,SKU01961,ST045,27,72.64,1961.28
2026-03-26,SKU01962,ST052,4,92.82,371.28
2026-03-26,SKU01963,ST007,18,130.71,2352.78
2026-03-26,SKU01964,ST014,11,143.89,1582.79
2026-03-26,SKU01965,ST021,34,170.95,5812.3
2026-03-26,SKU01966,ST028,8,199.28,1594.24
2026-03-26,SKU01967,ST035,19,222.42,4225.98
2026-03-26,SKU01968,ST042,16,202.77,3244.32
2026-03-26,SKU01969,ST049,36,239.6,8625.6
2026-03-26,SKU01970,ST004,5,38.87,194.35
2026-03-26,SKU01971,ST011,23,59.67,1372.41
2026-03-26,SKU01972,ST018,19,62.28,1183.32
2026-03-26,SKU01973,ST025,37,109.11,4037.07
2026-03-26,SKU01974,ST032,2,123.68,247.36
2026-03-26,SKU01975,ST039,9,152.99,1376.91
2026-03-26,SKU01976,ST046,25,187.61,4690.25
2026-03-26,SKU01977,ST001,45,218.11,9814.95
2026-03-26,SKU01978,ST008,6,234.72,1408.32
2026-03-26,SKU01979,ST015,12,265.9,3190.8
2026-03-26,SKU01980,ST022,8,15.37,122.96
2026-03-26,SKU01981,ST029,18,41.15,740.7
2026-03-26,SKU01982,ST036,3,73.37,220.11
2026-03-26,SKU01983,ST043,14,82.21,1150.94
2026-03-26,SKU01984,ST050,11,112.01,1232.11
2026-03-26,SKU01985,ST005,24,140.37,3368.88
2026-03-26,SKU01986,ST012,7,151.23,1058.61
2026-03-26,SKU01987,ST019,16,156.2,2499.2
2026-03-26,SKU01988,ST026,16,202.29,3236.64
2026-03-26,SKU01989,ST033,26,200.13,5203.38
2026-03-26,SKU01990,ST040,4,266.95,1067.8
2026-03-26,SKU01991,ST047,20,39.36,787.2
2026-03-26,SKU01992,ST002,19,62.45,1186.55
2026-03-26,SKU01993,ST009,33,71.93,2373.69
2026-03-26,SKU01994,ST016,8,81.36,650.88
2026-03-26,SKU01995,ST023,21,130.47,2739.87
2026-03-26,SKU01996,ST030,25,153.75,3843.75
2026-03-26,SKU01997,ST037,35,173.78,6082.3
2026-03-26,SKU01998,ST044,5,175.51,877.55
2026-03-26,SKU01999,ST051,26,222.99,5797.74
2026-03-26,SKU02000,ST006,8,213.54,1708.32
2026-03-27,SKU00001,ST001,19,43.31,822.89
2026-03-27,SKU00002,ST008,4,60.73,242.92
2026-03-27,SKU00003,ST015,12,97.32,1167.84
2026-03-27,SKU00004,ST022,14,99.24,1389.36
2026-03-27,SKU00005,ST029,25,127.17,3179.25
2026-03-27,SKU00006,ST036,8,163.43,1307.44
2026-03-27,SKU00007,ST043,16,205.74,3291.84
2026-03-27,SKU00008,ST050,17,190.53,3239.01
2026-03-27,SKU00009,ST005,28,213.89,5988.92
2026-03-27,SKU00010,ST012,6,246.9,1481.4
2026-03-27,SKU00011,ST019,18,37.41,673.38
2026-03-27,SKU00012,ST026,20,65.7,1314.0
2026-03-27,SKU00013,ST033,35,92.31,3230.85
2026-03-27,SKU00014,ST040,2,88.04,176.08
2026-03-27,SKU00015,ST047,19,101.07,1920.33
2026-03-27,SKU00016,ST002,27,129.13,3486.51
2026-03-27,SKU00017,ST009,37,165.56,6125.72
2026-03-27,SKU00018,ST016,6,204.85,1229.1
2026-03-27,SKU00019,ST023,24,198.88,4773.12
2026-03-27,SKU00020,ST030,8,235.8,1886.4
2026-03-27,SKU00021,ST037,45,278.31,12523.95
2026-03-27,SKU00022,ST044,3,46.49,139.47
2026-03-27,SKU00023,ST051,25,51.32,1283.0
2026-03-27,SKU00024,ST006,14,87.68,1227.52
2026-03-27,SKU00025,ST013,47,123.09,5785.23
2026-03-27,SKU00026,ST020,7,126.76,887.32
2026-03-27,SKU00027,ST027,12,150.29,1803.48
2026-03-27,SKU00028,ST034,17,189.4,3219.8
2026-03-27,SKU00029,ST041,48,224.6,10780.8
2026-03-27,SKU00030,ST048,5,196.61,983.05
2026-03-27,SKU00031,ST003,14,255.12,3571.68
2026-03-27,SKU00032,ST010,20,21.72,434.4
2026-03-27,SKU00033,ST017,24,69.15,1659.6
2026-03-27,SKU00034,ST024,8,85.67,685.36
2026-03-27,SKU00035,ST031,16,92.87,1485.92
2026-03-27,SKU00036,ST038,27,119.1,3215.7
2026-03-27,SKU00037,ST045,26,153.52,3991.52
2026-03-27,SKU00038,ST052,6,143.64,861.84
2026-03-27,SKU00039,ST007,20,187.43,3748.6
2026-03-27,SKU00040,ST014,8,193.87,1550.96
2026-03-27,SKU00041,ST021,34,258.75,8797.5
2026-03-27,SKU00042,ST028,2,245.18,490.36
2026-03-27,SKU00043,ST035,21,23.16,486.36
2026-03-27,SKU00044,ST042,14,58.43,818.02
2026-03-27,SKU00045,ST049,36,80.65,2903.4
2026-03-27,SKU00046,ST004,6,110.66,663.96
2026-03-27,SKU00047,ST011,27,133.31,3599.37
2026-03-27,SKU00048,ST018,17,166.81,2835.77
2026-03-27,SKU00049,ST025,37,173.08,6403.96
2026-03-27,SKU00050,ST032,3,192.49,577.47
2026-03-27,SKU00051,ST039,10,229.36,2293.6
2026-03-27,SKU00052,ST046,20,225.28,4505.6
2026-03-27,SKU00053,ST001,46,14.88,684.48
2026-03-27,SKU00054,ST008,7,37.32,261.24
2026-03-27,SKU00055,ST015,15,65.29,979.35
2026-03-27,SKU00056,ST022,26,81.97,2131.22
2026-03-27,SKU00057,ST029,47,117.94,5543.18
2026-03-27,SKU00058,ST036,5,149.12,745.6
2026-03-27,SKU00059,ST043,16,149.73,2395.68
2026-03-27,SKU00060,ST050,8,179.41,1435.28
2026-03-27,SKU00061,ST005,22,240.24,5285.28
2026-03-27,SKU00062,ST012,9,208.85,1879.65
2026-03-27,SKU00063,ST019,18,240.36,4326.48
2026-03-27,SKU00064,ST026,14,26.91,376.74
2026-03-27,SKU00065,ST033,25,45.69,1142.25
2026-03-27,SKU00066,ST040,5,75.79,378.95
2026-03-27,SKU00067,ST047,23,127.68,2936.64
2026-03-27,SKU00068,ST002,17,122.33,2079.61
2026-03-27,SKU00069,ST009,27,141.75,3827.25
2026-03-27,SKU00070,ST016,2,177.89,355.78
2026-03-27,SKU00071,ST023,24,183.78,4410.72
2026-03-27,SKU00072,ST030,23,242.25,5571.75
2026-03-27,SKU00073,ST037,34,217.91,7408.94
2026-03-27,SKU00074,ST044,6,262.03,1572.18
2026-03-27,SKU00075,ST051,11,35.84,394.24
2026-03-27,SKU00076,ST006,26,71.31,1854.06
2026-03-27,SKU00077,ST013,36,67.92,2445.12
2026-03-27,SKU00078,ST020,3,105.41,316.23
2026-03-27,SKU00079,ST027,13,138.41,1799.33
2026-03-27,SKU00080,ST034,8,153.49,1227.92
2026-03-27,SKU00081,ST041,44,177.69,7818.36
2026-03-27,SKU00082,ST048,7,226.42,1584.94
2026-03-27,SKU00083,ST003,14,228.24,3195.36
2026-03-27,SKU00084,ST010,13,259.56,3374.28
2026-03-27,SKU00085,ST017,46,16.19,744.74
2026-03-27,SKU00086,ST024,4,57.81,231.24
2026-03-27,SKU00087,ST031,19,72.74,1382.06
2026-03-27,SKU00088,ST038,17,96.08,1633.36
2026-03-27,SKU00089,ST045,55,131.73,7245.15
2026-03-27,SKU00090,ST052,9,134.54,1210.86
2026-03-27,SKU00091,ST007,20,181.52,3630.4
2026-03-27,SKU00092,ST014,23,179.47,4127.81
2026-03-27,SKU00093,ST021,23,188.45,4334.35
2026-03-27,SKU00094,ST028,5,218.55,1092.75
2026-03-27,SKU00095,ST035,25,260.83,6520.75
2026-03-27,SKU00096,ST042,26,41.41,1076.66
2026-03-27,SKU00097,ST049,25,48.99,1224.75
2026-03-27,SKU00098,ST004,2,83.54,167.08
2026-03-27,SKU00099,ST011,27,109.5,2956.5
2026-03-27,SKU00100,ST018,8,126.85,1014.8
2026-03-27,SKU00101,ST025,33,177.29,5850.57
2026-03-27,SKU00102,ST032,6,159.1,954.6
2026-03-27,SKU00103,ST039,11,208.16,2289.76
2026-03-27,SKU00104,ST046,13,212.82,2766.66
2026-03-27,SKU00105,ST001,35,255.53,8943.55
2026-03-27,SKU00106,ST008,3,33.38,100.14
2026-03-27,SKU00107,ST015,15,39.13,586.95
2026-03-27,SKU00108,ST022,17,89.64,1523.88
2026-03-27,SKU00109,ST029,43,74.92,3221.56
2026-03-27,SKU00110,ST036,8,138.9,1111.2
2026-03-27,SKU00111,ST043,17,157.74,2681.58
2026-03-27,SKU00112,ST050,23,164.98,3794.54
2026-03-27,SKU00113,ST005,44,174.8,7691.2
2026-03-27,SKU00114,ST012,4,187.23,748.92
2026-03-27,SKU00115,ST019,22,207.54,4565.88
2026-03-27,SKU00116,ST026,26,248.04,6449.04
2026-03-27,SKU00117,ST033,45,39.86,1793.7
2026-03-27,SKU00118,ST040,9,49.79,448.11
2026-03-27,SKU00119,ST047,23,102.01,2346.23
2026-03-27,SKU00120,ST002,8,92.93,743.44
2026-03-27,SKU00121,ST009,21,134.21,2818.41
2026-03-27,SKU00122,ST016,5,150.8,754.0
2026-03-27,SKU00123,ST023,28,141.78,3969.84
2026-03-27,SKU00124,ST030,13,217.67,2829.71
2026-03-27,SKU00125,ST037,24,215.41,5169.84
2026-03-27,SKU00126,ST044,2,217.98,435.96
2026-03-27,SKU00127,ST051,11,273.76,3011.36
2026-03-27,SKU00128,ST006,16,34.62,553.92
2026-03-27,SKU00129,ST013,31,55.28,1713.68
2026-03-27,SKU00130,ST020,6,89.28,535.68
2026-03-27,SKU00131,ST027,13,115.01,1495.13
2026-03-27,SKU00132,ST034,23,127.28,2927.44
2026-03-27,SKU00133,ST041,33,161.57,5331.81
2026-03-27,SKU00134,ST048,3,165.32,495.96
2026-03-27,SKU00135,ST003,18,218.91,3940.38
2026-03-27,SKU00136,ST010,25,218.48,5462.0
2026-03-27,SKU00137,ST017,35,275.3,9635.5
2026-03-27,SKU00138,ST024,8,31.6,252.8
2026-03-27,SKU00139,ST031,19,39.36,747.84
2026-03-27,SKU00140,ST038,9,64.57,581.13
2026-03-27,SKU00141,ST045,43,86.75,3730.25
2026-03-27,SKU00142,ST052,4,116.78,467.12
2026-03-27,SKU00143,ST007,24,157.62,3782.88
2026-03-27,SKU00144,ST014,13,170.37,2214.81
2026-03-27,SKU00145,ST021,44,181.77,7997.88
2026-03-27,SKU00146,ST028,9,219.6,1976.4
2026-03-27,SKU00147,ST035,25,245.63,6140.75
2026-03-27,SKU00148,ST042,16,305.94,4895.04
2026-03-27,SKU00149,ST049,53,50.37,2669.61
2026-03-27,SKU00150,ST004,5,60.98,304.9
2026-03-27,SKU00151,ST011,10,93.46,934.6
2026-03-27,SKU00152,ST018,22,103.62,2279.64
2026-03-27,SKU00153,ST025,22,141.64,3116.08
2026-03-27,SKU00154,ST032,2,138.2,276.4
2026-03-27,SKU00155,ST039,14,171.7,2403.8
2026-03-27,SKU00156,ST046,25,199.38,4984.5
2026-03-27,SKU00157,ST001,29,222.42,6450.18
2026-03-27,SKU00158,ST008,7,227.24,1590.68
2026-03-27,SKU00159,ST015,16,21.5,344.0
2026-03-27,SKU00160,ST022,9,55.47,499.23
2026-03-27,SKU00161,ST029,32,63.69,2038.08
2026-03-27,SKU00162,ST036,3,112.0,336.0
2026-03-27,SKU00163,ST043,20,115.24,2304.8
2026-03-27,SKU00164,ST050,13,131.25,1706.25
2026-03-27,SKU00165,ST005,34,153.55,5220.7
2026-03-27,SKU00166,ST012,8,173.23,1385.84
2026-03-27,SKU00167,ST019,22,214.85,4726.7
2026-03-27,SKU00168,ST026,16,222.96,3567.36
2026-03-27,SKU00169,ST033,42,218.41,9173.22
2026-03-27,SKU00170,ST040,4,30.67,122.68
2026-03-27,SKU00171,ST047,23,51.49,1184.27
2026-03-27,SKU00172,ST002,22,82.69,1819.18
2026-03-27,SKU00173,ST009,43,83.16,3575.88
2026-03-27,SKU00174,ST016,9,121.51,1093.59
2026-03-27,SKU00175,ST023,10,159.17,1591.7
2026-03-27,SKU00176,ST030,25,164.34,4108.5
2026-03-27,SKU00177,ST037,52,163.65,8509.8
2026-03-27,SKU00178,ST044,5,205.98,1029.9
2026-03-27,SKU00179,ST051,12,224.8,2697.6
2026-03-27,SKU00180,ST006,9,19.73,177.57
2026-03-27,SKU00181,ST013,21,45.62,958.02
2026-03-27,SKU00182,ST020,2,55.09,110.18
2026-03-27,SKU00183,ST027,16,107.13,1714.08
2026-03-27,SKU00184,ST034,13,103.82,1349.66
2026-03-27,SKU00185,ST041,23,136.07,3129.61
2026-03-27,SKU00186,ST048,7,182.21,1275.47
2026-03-27,SKU00187,ST003,18,185.58,3340.44
2026-03-27,SKU00188,ST010,16,192.56,3080.96
2026-03-27,SKU00189,ST017,30,212.1,6363.0
2026-03-27,SKU00190,ST024,3,287.25,861.75
2026-03-27,SKU00191,ST031,23,36.51,839.73
2026-03-27,SKU00192,ST038,22,69.97,1539.34
2026-03-27,SKU00193,ST045,32,74.78,2392.96
2026-03-27,SKU00194,ST052,8,114.56,916.48
2026-03-27,SKU00195,ST007,24,144.01,3456.24
2026-03-27,SKU00196,ST014,25,141.82,3545.5
2026-03-27,SKU00197,ST021,40,180.25,7210.0
2026-03-27,SKU00198,ST028,4,197.15,788.6
2026-03-27,SKU00199,ST035,25,221.4,5535.0
2026-03-27,SKU00200,ST042,9,259.51,2335.59
2026-03-27,SKU00201,ST049,42,248.63,10442.46
2026-03-27,SKU00202,ST004,8,47.05,376.4
2026-03-27,SKU00203,ST011,12,54.43,653.16
2026-03-27,SKU00204,ST018,13,72.98,948.74
2026-03-27,SKU00205,ST025,43,110.98,4772.14
2026-03-27,SKU00206,ST032,6,123.09,738.54
2026-03-27,SKU00207,ST039,14,149.02,2086.28
2026-03-27,SKU00208,ST046,19,149.86,2847.34
2026-03-27,SKU00209,ST001,52,184.43,9590.36
2026-03-27,SKU00210,ST008,2,229.28,458.56
2026-03-27,SKU00211,ST015,19,244.78,4650.82
2026-03-27,SKU00212,ST022,22,12.65,278.3
2026-03-27,SKU00213,ST029,22,39.39,866.58
2026-03-27,SKU00214,ST036,7,65.76,460.32
2026-03-27,SKU00215,ST043,20,109.52,2190.4
2026-03-27,SKU00216,ST050,24,119.5,2868.0
2026-03-27,SKU00217,ST005,28,127.8,3578.4
2026-03-27,SKU00218,ST012,3,150.64,451.92
2026-03-27,SKU00219,ST019,22,173.19,3810.18
2026-03-27,SKU00220,ST026,9,193.42,1740.78
2026-03-27,SKU00221,ST033,31,266.62,8265.22
2026-03-27,SKU00222,ST040,7,253.3,1773.1
2026-03-27,SKU00223,ST047,27,42.31,1142.37
2026-03-27,SKU00224,ST002,13,61.44,798.72
2026-03-27,SKU00225,ST009,38,96.99,3685.62
2026-03-27,SKU00226,ST016,4,119.68,478.72
2026-03-27,SKU00227,ST023,11,124.15,1365.65
2026-03-27,SKU00228,ST030,18,124.57,2242.26
2026-03-27,SKU00229,ST037,40,163.84,6553.6
2026-03-27,SKU00230,ST044,8,201.58,1612.64
2026-03-27,SKU00231,ST051,15,236.75,3551.25
2026-03-27,SKU00232,ST006,22,263.17,5789.74
2026-03-27,SKU00233,ST013,42,24.37,1023.54
2026-03-27,SKU00234,ST020,6,49.86,299.16
2026-03-27,SKU00235,ST027,17,68.93,1171.81
2026-03-27,SKU00236,ST034,24,86.43,2074.32
2026-03-27,SKU00237,ST041,51,113.02,5764.02
2026-03-27,SKU00238,ST048,2,141.96,283.92
2026-03-27,SKU00239,ST003,18,139.64,2513.52
2026-03-27,SKU00240,ST010,9,168.8,1519.2
2026-03-27,SKU00241,ST017,20,212.72,4254.4
2026-03-27,SKU00242,ST024,7,262.7,1838.9
2026-03-27,SKU00243,ST031,23,225.18,5179.14
2026-03-27,SKU00244,ST038,12,38.55,462.6
2026-03-27,SKU00245,ST045,27,66.09,1784.43
2026-03-27,SKU00246,ST052,3,71.25,213.75
2026-03-27,SKU00247,ST007,24,99.9,2397.6
2026-03-27,SKU00248,ST014,18,139.57,2512.26
2026-03-27,SKU00249,ST021,29,152.19,4413.51
2026-03-27,SKU00250,ST028,7,162.05,1134.35
2026-03-27,SKU00251,ST035,11,182.77,2010.47
2026-03-27,SKU00252,ST042,21,225.3,4731.3
2026-03-27,SKU00253,ST049,31,219.71,6811.01
2026-03-27,SKU00254,ST004,4,267.09,1068.36
2026-03-27,SKU00255,ST011,13,47.31,615.03
2026-03-27,SKU00256,ST018,24,78.46,1883.04
2026-03-27,SKU00257,ST025,39,77.89,3037.71
2026-03-27,SKU00258,ST032,8,103.5,828.0
2026-03-27,SKU00259,ST039,18,151.7,2730.6
2026-03-27,SKU00260,ST046,9,149.58,1346.22
2026-03-27,SKU00261,ST001,40,198.91,7956.4
2026-03-27,SKU00262,ST008,6,220.62,1323.72
2026-03-27,SKU00263,ST015,19,241.64,4591.16
2026-03-27,SKU00264,ST022,12,245.8,2949.6
2026-03-27,SKU00265,ST029,49,34.09,1670.41
2026-03-27,SKU00266,ST036,2,63.77,127.54
2026-03-27,SKU00267,ST043,21,68.28,1433.88
2026-03-27,SKU00268,ST050,18,102.23,1840.14
2026-03-27,SKU00269,ST005,50,119.71,5985.5
2026-03-27,SKU00270,ST012,6,139.35,836.1
2026-03-27,SKU00271,ST019,26,150.11,3902.86
2026-03-27,SKU00272,ST026,21,179.77,3775.17
2026-03-27,SKU00273,ST033,21,233.63,4906.23
2026-03-27,SKU00274,ST040,3,232.95,698.85
2026-03-27,SKU00275,ST047,10,296.65,2966.5
2026-03-27,SKU00276,ST002,28,35.39,990.92
2026-03-27,SKU00277,ST009,28,67.35,1885.8
2026-03-27,SKU00278,ST016,7,79.34,555.38
2026-03-27,SKU00279,ST023,14,115.84,1621.76
2026-03-27,SKU00280,ST030,9,134.0,1206.0
2026-03-27,SKU00281,ST037,30,153.08,4592.4
2026-03-27,SKU00282,ST044,5,202.28,1011.4
2026-03-27,SKU00283,ST051,16,206.19,3299.04
2026-03-27,SKU00284,ST006,12,199.5,2394.0
2026-03-27,SKU00285,ST013,37,259.09,9586.33
2026-03-27,SKU00286,ST020,9,34.79,313.11
2026-03-27,SKU00287,ST027,17,37.53,638.01
2026-03-27,SKU00288,ST034,18,74.0,1332.0
2026-03-27,SKU00289,ST041,39,74.63,2910.57
2026-03-27,SKU00290,ST048,5,112.19,560.95
2026-03-27,SKU00291,ST003,22,127.17,2797.74
2026-03-27,SKU00292,ST010,21,154.43,3243.03
2026-03-27,SKU00293,ST017,48,160.06,7682.88
2026-03-27,SKU00294,ST024,2,192.73,385.46
2026-03-27,SKU00295,ST031,23,240.93,5541.39
2026-03-27,SKU00296,ST038,28,254.65,7130.2
2026-03-27,SKU00297,ST045,49,28.2,1381.8
2026-03-27,SKU00298,ST052,6,57.46,344.76
2026-03-27,SKU00299,ST007,28,69.27,1939.56
2026-03-27,SKU00300,ST014,9,95.73,861.57
2026-03-27,SKU00301,ST021,19,155.49,2954.31
2026-03-27,SKU00302,ST028,3,154.45,463.35
2026-03-27,SKU00303,ST035,12,154.23,1850.76
2026-03-27,SKU00304,ST042,12,218.29,2619.48
2026-03-27,SKU00305,ST049,26,217.32,5650.32
2026-03-27,SKU00306,ST004,7,243.95,1707.65
2026-03-27,SKU00307,ST011,14,279.88,3918.32
2026-03-27,SKU00308,ST018,18,55.68,1002.24
2026-03-27,SKU00309,ST025,28,67.06,1877.68
2026-03-27,SKU00310,ST032,5,79.58,397.9
2026-03-27,SKU00311,ST039,18,95.74,1723.32
2026-03-27,SKU00312,ST046,21,139.54,2930.34
2026-03-27,SKU00313,ST001,36,171.96,6190.56
2026-03-27,SKU00314,ST008,9,172.69,1554.21
2026-03-27,SKU00315,ST015,19,202.5,3847.5
2026-03-27,SKU00316,ST022,27,195.04,5266.08
2026-03-27,SKU00317,ST029,38,278.49,10582.62
2026-03-27,SKU00318,ST036,5,43.74,218.7
2026-03-27,SKU00319,ST043,24,40.67,976.08
2026-03-27,SKU00320,ST050,9,78.21,703.89
2026-03-27,SKU00321,ST005,39,110.51,4309.89
2026-03-27,SKU00322,ST012,2,122.61,245.22
2026-03-27,SKU00323,ST019,26,132.53,3445.78
2026-03-27,SKU00324,ST026,12,156.81,1881.72
2026-03-27,SKU00325,ST033,48,187.93,9020.64
2026-03-27,SKU00326,ST040,6,235.9,1415.4
2026-03-27,SKU00327,ST047,12,205.61,2467.32
2026-03-27,SKU00328,ST002,18,266.54,4797.72
2026-03-27,SKU00329,ST009,49,46.53,2279.97
2026-03-27,SKU00330,ST016,3,52.43,157.29
2026-03-27,SKU00331,ST023,14,80.71,1129.94
2026-03-27,SKU00332,ST030,21,90.79,1906.59
2026-03-27,SKU00333,ST037,24,141.54,3396.96
2026-03-27,SKU00334,ST044,8,170.77,1366.16
2026-03-27,SKU00335,ST051,16,170.51,2728.16
2026-03-27,SKU00336,ST006,27,176.38,4762.26
2026-03-27,SKU00337,ST013,27,242.23,6540.21
2026-03-27,SKU00338,ST020,4,217.18,868.72
2026-03-27,SKU00339,ST027,21,27.89,585.69
2026-03-27,SKU00340,ST034,8,51.63,413.04
2026-03-27,SKU00341,ST041,29,67.79,1965.91
2026-03-27,SKU00342,ST048,9,97.71,879.39
2026-03-27,SKU00343,ST003,22,92.59,2036.98
2026-03-27,SKU00344,ST010,14,117.74,1648.36
2026-03-27,SKU00345,ST017,36,144.89,5216.04
2026-03-27,SKU00346,ST024,5,184.31,921.55
2026-03-27,SKU00347,ST031,27,213.05,5752.35
2026-03-27,SKU00348,ST038,17,231.26,3931.42
2026-03-27,SKU00349,ST045,38,234.99,8929.62
2026-03-27,SKU00350,ST052,2,28.8,57.6
2026-03-27,SKU00351,ST007,11,64.06,704.66
2026-03-27,SKU00352,ST014,20,68.74,1374.8
2026-03-27,SKU00353,ST021,46,106.94,4919.24
2026-03-27,SKU00354,ST028,6,110.83,664.98
2026-03-27,SKU00355,ST035,12,121.18,1454.16
2026-03-27,SKU00356,ST042,27,168.02,4536.54
2026-03-27,SKU00357,ST049,48,191.99,9215.52
2026-03-27,SKU00358,ST004,3,193.54,580.62
2026-03-27,SKU00359,ST011,17,257.23,4372.91
2026-03-27,SKU00360,ST018,8,24.41,195.28
2026-03-27,SKU00361,ST025,22,39.2,862.4
2026-03-27,SKU00362,ST032,8,57.2,457.6
2026-03-27,SKU00363,ST039,18,83.78,1508.04
2026-03-27,SKU00364,ST046,14,90.42,1265.88
2026-03-27,SKU00365,ST001,25,128.43,3210.75
2026-03-27,SKU00366,ST008,4,167.38,669.52
2026-03-27,SKU00367,ST015,23,175.41,4034.43
2026-03-27,SKU00368,ST022,17,203.14,3453.38
2026-03-27,SKU00369,ST029,27,248.86,6719.22
2026-03-27,SKU00370,ST036,9,253.34,2280.06
2026-03-27,SKU00371,ST043,24,32.1,770.4
2026-03-27,SKU00372,ST050,20,48.49,969.8
2026-03-27,SKU00373,ST005,35,72.89,2551.15
2026-03-27,SKU00374,ST012,5,120.38,601.9
2026-03-27,SKU00375,ST019,9,135.22,1216.98
2026-03-27,SKU00376,ST026,27,143.53,3875.31
2026-03-27,SKU00377,ST033,37,170.42,6305.54
2026-03-27,SKU00378,ST040,2,161.0,322.0
2026-03-27,SKU00379,ST047,13,218.37,2838.81
2026-03-27,SKU00380,ST002,8,198.76,1590.08
2026-03-27,SKU00381,ST009,45,261.62,11772.9
2026-03-27,SKU00382,ST016,7,35.91,251.37
2026-03-27,SKU00383,ST023,15,61.23,918.45
2026-03-27,SKU00384,ST030,14,74.73,1046.22
2026-03-27,SKU00385,ST037,46,117.53,5406.38
2026-03-27,SKU00386,ST044,3,122.61,367.83
2026-03-27,SKU00387,ST051,19,158.14,3004.66
2026-03-27,SKU00388,ST006,17,170.9,2905.3
2026-03-27,SKU00389,ST013,47,199.39,9371.33
2026-03-27,SKU00390,ST020,8,214.38,1715.04
2026-03-27,SKU00391,ST027,21,223.33,4689.93
2026-03-27,SKU00392,ST034,20,21.21,424.2
2026-03-27,SKU00393,ST041,23,41.06,944.38
2026-03-27,SKU00394,ST048,4,76.89,307.56
2026-03-27,SKU00395,ST003,26,72.27,1879.02
2026-03-27,SKU00396,ST010,26,114.48,2976.48
2026-03-27,SKU00397,ST017,26,150.77,3920.02
2026-03-27,SKU00398,ST024,9,140.57,1265.13
2026-03-27,SKU00399,ST031,27,188.06,5077.62
2026-03-27,SKU00400,ST038,8,194.79,1558.32
2026-03-27,SKU00401,ST045,33,248.67,8206.11
2026-03-27,SKU00402,ST052,5,244.04,1220.2
2026-03-27,SKU00403,ST007,11,27.07,297.77
2026-03-27,SKU00404,ST014,14,57.77,808.78
2026-03-27,SKU00405,ST021,35,97.27,3404.45
2026-03-27,SKU00406,ST028,2,104.41,208.82
2026-03-27,SKU00407,ST035,15,120.55,1808.25
2026-03-27,SKU00408,ST042,17,143.49,2439.33
2026-03-27,SKU00409,ST049,37,193.28,7151.36
2026-03-27,SKU00410,ST004,7,227.07,1589.49
2026-03-27,SKU00411,ST011,17,229.0,3893.0
2026-03-27,SKU00412,ST018,23,228.98,5266.54
2026-03-27,SKU00413,ST025,45,8.23,370.35
2026-03-27,SKU00414,ST032,3,37.6,112.8
2026-03-27,SKU00415,ST039,22,54.3,1194.6
2026-03-27,SKU00416,ST046,26,108.93,2832.18
2026-03-27,SKU00417,ST001,46,123.24,5669.04
2026-03-27,SKU00418,ST008,8,146.19,1169.52
2026-03-27,SKU00419,ST015,23,184.84,4251.32
2026-03-27,SKU00420,ST022,8,185.82,1486.56
2026-03-27,SKU00421,ST029,22,175.46,3860.12
2026-03-27,SKU00422,ST036,4,254.17,1016.68
2026-03-27,SKU00423,ST043,24,235.37,5648.88
2026-03-27,SKU00424,ST050,13,28.51,370.63
2026-03-27,SKU00425,ST005,24,41.33,991.92
2026-03-27,SKU00426,ST012,8,75.92,607.36
2026-03-27,SKU00427,ST019,12,94.88,1138.56
2026-03-27,SKU00428,ST026,17,105.24,1789.08
2026-03-27,SKU00429,ST033,31,168.92,5236.52
2026-03-27,SKU00430,ST040,6,183.48,1100.88
2026-03-27,SKU00431,ST047,14,205.84,2881.76
2026-03-27,SKU00432,ST002,23,226.78,5215.94
2026-03-27,SKU00433,ST009,34,242.45,8243.3
2026-03-27,SKU00434,ST016,2,282.49,564.98
2026-03-27,SKU00435,ST023,18,51.01,918.18
2026-03-27,SKU00436,ST030,26,62.19,1616.94
2026-03-27,SKU00437,ST037,36,75.1,2703.6
2026-03-27,SKU00438,ST044,7,101.01,707.07
2026-03-27,SKU00439,ST051,20,110.62,2212.4
2026-03-27,SKU00440,ST006,8,177.13,1417.04
2026-03-27,SKU00441,ST013,44,164.41,7234.04
2026-03-27,SKU00442,ST020,3,177.81,533.43
2026-03-27,SKU00443,ST027,21,241.78,5077.38
2026-03-27,SKU00444,ST034,13,232.63,3024.19
2026-03-27,SKU00445,ST041,45,25.39,1142.55
2026-03-27,SKU00446,ST048,8,39.53,316.24
2026-03-27,SKU00447,ST003,26,79.86,2076.36
2026-03-27,SKU00448,ST010,17,89.59,1523.03
2026-03-27,SKU00449,ST017,54,143.4,7743.6
