sku,location,on_hand_qty,reorder_point,as_of_date,inventory_value
SKU00983,ST011,209,132,2025-11-10,26620.33
SKU00984,ST018,150,60,2025-11-10,16372.5
SKU00985,ST025,322,172,2025-11-10,5622.12
SKU00986,ST032,84,48,2025-11-10,1753.92
SKU00987,ST039,351,130,2025-11-10,12218.31
SKU00988,ST046,136,64,2025-11-10,7791.44
SKU00989,ST001,540,282,2025-11-10,35672.4
SKU00990,ST008,72,25,2025-11-10,4692.24
SKU00991,ST015,285,120,2025-11-10,22321.2
SKU00992,ST022,250,120,2025-11-10,21362.5
SKU00993,ST029,158,105,2025-11-10,18361.18
SKU00994,ST036,21,8,2025-11-10,2152.71
SKU00995,ST043,459,204,2025-11-10,66366.81
SKU00996,ST050,204,120,2025-11-10,2639.76
SKU00997,ST005,288,100,2025-11-10,6312.96
SKU00998,ST012,87,36,2025-11-10,3607.89
SKU00999,ST019,361,190,2025-11-10,20280.98
SKU01000,ST026,100,32,2025-11-10,5442.0
SKU01001,ST033,218,174,2025-11-10,18041.68
SKU01002,ST040,32,15,2025-11-10,2199.68
SKU01003,ST047,230,68,2025-11-10,20198.6
SKU01004,ST002,102,72,2025-11-10,9222.84
SKU01005,ST009,380,165,2025-11-10,47161.8
SKU01006,ST016,102,28,2025-11-10,550.8
SKU01007,ST023,200,126,2025-11-10,3638.0
SKU01008,ST030,200,80,2025-11-10,6536.0
SKU01009,ST037,278,148,2025-11-10,9802.28
SKU01010,ST044,42,24,2025-11-10,2644.74
SKU01011,ST051,338,125,2025-11-10,20012.98
SKU01012,ST006,170,80,2025-11-10,12627.6
SKU01013,ST013,472,246,2025-11-10,38265.04
SKU01014,ST020,116,40,2025-11-10,12047.76
SKU01015,ST027,276,116,2025-11-10,25008.36
SKU01016,ST034,300,144,2025-11-10,31032.0
SKU01017,ST041,338,225,2025-11-10,4157.4
SKU01018,ST048,52,20,2025-11-10,1283.36
SKU01019,ST003,446,198,2025-11-10,17041.66
SKU01020,ST010,68,40,2025-11-10,3027.36
SKU01021,ST017,218,76,2025-11-10,11405.76
SKU01022,ST024,29,12,2025-11-10,2306.37
SKU01023,ST031,352,185,2025-11-10,28937.92
SKU01024,ST038,150,48,2025-11-10,14608.5
SKU01025,ST045,172,138,2025-11-10,18383.36
SKU01026,ST052,63,30,2025-11-10,7614.18
SKU01027,ST007,216,64,2025-11-10,23628.24
SKU01028,ST014,136,96,2025-11-10,3103.52
SKU01029,ST021,310,135,2025-11-10,11600.2
SKU01030,ST028,44,12,2025-11-10,1797.4
SKU01031,ST035,190,120,2025-11-10,13330.4
SKU01032,ST042,250,100,2025-11-10,14650.0
SKU01033,ST049,232,124,2025-11-10,20559.84
SKU01034,ST004,74,42,2025-11-10,6253.0
SKU01035,ST011,324,120,2025-11-10,28813.32
SKU01036,ST018,204,96,2025-11-10,20903.88
SKU01037,ST025,402,210,2025-11-10,54985.56
SKU01038,ST032,58,20,2025-11-10,872.9
SKU01039,ST039,266,112,2025-11-10,5482.26
SKU01040,ST046,100,48,2025-11-10,4533.0
SKU01041,ST001,292,195,2025-11-10,12094.64
SKU01042,ST008,84,32,2025-11-10,4688.04
SKU01043,ST015,432,192,2025-11-10,29345.76
SKU01044,ST022,102,60,2025-11-10,7053.3
SKU01045,ST029,494,172,2025-11-10,49483.98
SKU01046,ST036,72,30,2025-11-10,7385.04
SKU01047,ST043,342,180,2025-11-10,46351.26
SKU01048,ST050,200,64,2025-11-10,26626.0
SKU01049,ST005,352,282,2025-11-10,5276.48
SKU01050,ST012,21,10,2025-11-10,566.16
SKU01051,ST019,202,60,2025-11-10,9281.9
SKU01052,ST026,170,120,2025-11-10,8058.0
SKU01053,ST033,242,105,2025-11-10,12857.46
SKU01054,ST040,87,24,2025-11-10,7365.42
SKU01055,ST047,180,114,2025-11-10,16295.4
SKU01056,ST002,300,120,2025-11-10,28440.0
SKU01057,ST009,188,100,2025-11-10,24045.2
SKU01058,ST016,32,18,2025-11-10,4125.76
SKU01059,ST023,310,115,2025-11-10,2433.5
SKU01060,ST030,68,32,2025-11-10,1587.8
SKU01061,ST037,334,174,2025-11-10,11880.38
SKU01062,ST044,102,35,2025-11-10,3800.52
SKU01063,ST051,256,108,2025-11-10,15086.08
SKU01064,ST006,150,72,2025-11-10,8725.5
SKU01065,ST013,248,165,2025-11-10,21781.84
SKU01066,ST020,42,16,2025-11-10,3299.52
SKU01067,ST027,418,186,2025-11-10,50686.68
SKU01068,ST034,136,80,2025-11-10,14441.84
SKU01069,ST041,426,148,2025-11-10,55128.66
SKU01070,ST048,116,48,2025-11-10,1249.32
SKU01071,ST003,332,175,2025-11-10,7881.68
SKU01072,ST010,250,80,2025-11-10,9940.0
SKU01073,ST017,308,246,2025-11-10,15526.28
SKU01074,ST024,52,25,2025-11-10,2812.68
SKU01075,ST031,189,56,2025-11-10,15730.47
SKU01076,ST038,204,144,2025-11-10,16079.28
SKU01077,ST045,518,225,2025-11-10,49380.94
SKU01078,ST052,29,8,2025-11-10,2909.57
SKU01079,ST007,171,108,2025-11-10,22368.51
SKU01080,ST014,100,40,2025-11-10,1295.0
SKU01081,ST021,142,76,2025-11-10,3413.68
SKU01082,ST028,63,36,2025-11-10,2542.05
SKU01083,ST035,297,110,2025-11-10,14517.36
SKU01084,ST042,102,48,2025-11-10,6251.58
SKU01085,ST049,264,138,2025-11-10,17534.88
SKU01086,ST004,44,15,2025-11-10,2794.0
SKU01087,ST011,247,104,2025-11-10,19713.07
SKU01088,ST018,200,96,2025-11-10,19442.0
SKU01089,ST025,202,135,2025-11-10,24922.76
SKU01090,ST032,74,28,2025-11-10,10501.34
SKU01091,ST039,405,180,2025-11-10,3389.85
SKU01092,ST046,170,100,2025-11-10,4149.7
SKU01093,ST001,356,124,2025-11-10,12235.72
SKU01094,ST008,58,24,2025-11-10,2337.4
SKU01095,ST015,323,170,2025-11-10,20109.98
SKU01096,ST022,300,96,2025-11-10,18753.0
SKU01097,ST029,262,210,2025-11-10,24030.64
SKU01098,ST036,84,40,2025-11-10,7083.72
SKU01099,ST043,513,152,2025-11-10,60369.84
SKU01100,ST050,68,48,2025-11-10,6500.8
SKU01101,ST005,448,195,2025-11-10,49069.44
SKU01102,ST012,72,20,2025-11-10,1604.88
SKU01103,ST019,162,102,2025-11-10,4783.86
SKU01104,ST026,150,60,2025-11-10,6438.0
SKU01105,ST033,322,172,2025-11-10,14496.44
SKU01106,ST040,21,12,2025-11-10,1251.6
SKU01107,ST047,284,105,2025-11-10,23242.56
SKU01108,ST002,136,64,2025-11-10,12516.08
SKU01109,ST009,540,282,2025-11-10,53865.0
SKU01110,ST016,87,30,2025-11-10,8739.15
SKU01111,ST023,238,100,2025-11-10,31320.8
SKU01112,ST030,250,120,2025-11-10,3735.0
SKU01113,ST037,158,105,2025-11-10,3864.68
SKU01114,ST044,32,12,2025-11-10,1089.28
SKU01115,ST051,392,174,2025-11-10,18302.48
SKU01116,ST006,204,120,2025-11-10,12694.92
SKU01117,ST013,288,100,2025-11-10,24848.64
SKU01118,ST020,102,42,2025-11-10,8262.0
SKU01119,ST027,314,165,2025-11-10,34885.4
SKU01120,ST034,100,32,2025-11-10,10656.0
SKU01121,ST041,218,174,2025-11-10,26258.1
SKU01122,ST048,42,20,2025-11-10,5445.72
SKU01123,ST003,500,148,2025-11-10,9905.0
SKU01124,ST010,102,72,2025-11-10,2619.36
SKU01125,ST017,380,165,2025-11-10,13079.6
SKU01126,ST024,116,32,2025-11-10,5497.24
SKU01127,ST031,152,96,2025-11-10,8227.76
SKU01128,ST038,200,80,2025-11-10,13946.0
SKU01129,ST045,278,148,2025-11-10,22164.94
SKU01130,ST052,52,30,2025-11-10,5269.16
SKU01131,ST007,270,100,2025-11-10,25768.8
SKU01132,ST014,170,80,2025-11-10,17227.8
SKU01133,ST021,472,246,2025-11-10,3247.36
SKU01134,ST028,29,10,2025-11-10,646.41
SKU01135,ST035,228,96,2025-11-10,6669.0
SKU01136,ST042,300,144,2025-11-10,10341.0
SKU01137,ST049,338,225,2025-11-10,22862.32
SKU01138,ST004,63,24,2025-11-10,3343.41
SKU01139,ST011,378,168,2025-11-10,26323.92
SKU01140,ST018,68,40,2025-11-10,6799.32
SKU01141,ST025,218,76,2025-11-10,18771.98
SKU01142,ST032,44,18,2025-11-10,4309.8
SKU01143,ST039,304,160,2025-11-10,39665.92
SKU01144,ST046,150,48,2025-11-10,2283.0
SKU01145,ST001,172,138,2025-11-10,4284.52
SKU01146,ST008,74,35,2025-11-10,2807.56
SKU01147,ST015,486,144,2025-11-10,23245.38
SKU01148,ST022,136,96,2025-11-10,9233.04
SKU01149,ST029,310,135,2025-11-10,24204.8
SKU01150,ST036,58,16,2025-11-10,5400.38
SKU01151,ST043,142,90,2025-11-10,11595.72
SKU01152,ST050,250,100,2025-11-10,24405.0
SKU01153,ST005,232,124,2025-11-10,29656.56
SKU01154,ST012,84,48,2025-11-10,10073.28
SKU01155,ST019,256,95,2025-11-10,6215.68
SKU01156,ST026,204,96,2025-11-10,5999.64
SKU01157,ST033,402,210,2025-11-10,13796.64
SKU01158,ST040,72,25,2025-11-10,3911.04
SKU01159,ST047,218,92,2025-11-10,15231.66
SKU01160,ST002,100,48,2025-11-10,8699.0
SKU01161,ST009,292,195,2025-11-10,27299.08
SKU01162,ST016,21,8,2025-11-10,1928.22
SKU01163,ST023,364,162,2025-11-10,39170.04
SKU01164,ST030,102,60,2025-11-10,14520.72
SKU01165,ST037,494,172,2025-11-10,6333.08
SKU01166,ST044,87,36,2025-11-10,2808.36
SKU01167,ST051,294,155,2025-11-10,9402.12
SKU01168,ST006,200,64,2025-11-10,7336.0
SKU01169,ST013,352,282,2025-11-10,18089.28
SKU01170,ST020,32,15,2025-11-10,2299.52
SKU01171,ST027,472,140,2025-11-10,32681.28
SKU01172,ST034,170,120,2025-11-10,13756.4
SKU01173,ST041,242,105,2025-11-10,20782.96
SKU01174,ST048,102,28,2025-11-10,12294.06
SKU01175,ST003,133,84,2025-11-10,15034.32
SKU01176,ST010,300,120,2025-11-10,6654.0
SKU01177,ST017,188,100,2025-11-10,4609.76
SKU01178,ST024,42,24,2025-11-10,1726.62
SKU01179,ST031,243,90,2025-11-10,11386.98
SKU01180,ST038,68,32,2025-11-10,3779.44
SKU01181,ST045,334,174,2025-11-10,24796.16
SKU01182,ST052,116,40,2025-11-10,8585.16
SKU01183,ST007,209,88,2025-11-10,20590.68
SKU01184,ST014,150,72,2025-11-10,15964.5
SKU01185,ST021,248,165,2025-11-10,29792.24
SKU01186,ST028,52,20,2025-11-10,803.92
SKU01187,ST035,351,156,2025-11-10,8381.88
SKU01188,ST042,136,80,2025-11-10,5123.12
SKU01189,ST049,426,148,2025-11-10,23016.78
SKU01190,ST004,29,12,2025-11-10,1636.47
SKU01191,ST011,285,150,2025-11-10,23230.35
SKU01192,ST018,250,80,2025-11-10,22507.5
SKU01193,ST025,308,246,2025-11-10,30202.48
SKU01194,ST032,63,30,2025-11-10,6492.15
SKU01195,ST039,459,136,2025-11-10,49549.05
SKU01196,ST046,204,144,2025-11-10,28753.8
SKU01197,ST001,518,225,2025-11-10,12924.1
SKU01198,ST008,44,12,2025-11-10,927.08
SKU01199,ST015,361,228,2025-11-10,13840.74
SKU01200,ST022,100,40,2025-11-10,5796.0
SKU01201,ST029,142,76,2025-11-10,7927.86
SKU01202,ST036,74,42,2025-11-10,4835.16
SKU01203,ST043,230,85,2025-11-10,21661.4
SKU01204,ST050,102,48,2025-11-10,10284.66
SKU01205,ST005,264,138,2025-11-10,25206.72
SKU01206,ST012,58,20,2025-11-10,7238.4
SKU01207,ST019,200,84,2025-11-10,29438.0
SKU01208,ST026,200,96,2025-11-10,5438.0
SKU01209,ST033,202,135,2025-11-10,4419.76
SKU01210,ST040,84,32,2025-11-10,3520.44
SKU01211,ST047,338,150,2025-11-10,15757.56
SKU01212,ST002,170,100,2025-11-10,10694.7
SKU01213,ST009,356,124,2025-11-10,27728.84
SKU01214,ST016,72,30,2025-11-10,7225.2
SKU01215,ST023,276,145,2025-11-10,28836.48
SKU01216,ST030,300,96,2025-11-10,37791.0
SKU01217,ST037,262,210,2025-11-10,37245.92
SKU01218,ST044,21,10,2025-11-10,473.76
SKU01219,ST051,446,132,2025-11-10,9383.84
SKU01220,ST006,68,48,2025-11-10,2798.88
SKU01221,ST013,448,195,2025-11-10,26409.6
SKU01222,ST020,87,24,2025-11-10,5726.34
SKU01223,ST027,352,222,2025-11-10,27456.0
SKU01224,ST034,150,60,2025-11-10,10446.0
SKU01225,ST041,322,172,2025-11-10,25215.82
SKU01226,ST048,32,18,2025-11-10,3186.56
SKU01227,ST003,216,80,2025-11-10,24477.12
SKU01228,ST010,136,64,2025-11-10,18101.6
SKU01229,ST017,540,282,2025-11-10,6766.2
SKU01230,ST024,102,35,2025-11-10,3713.82
SKU01231,ST031,190,80,2025-11-10,7877.4
SKU01232,ST038,250,120,2025-11-10,13035.0
SKU01233,ST045,158,105,2025-11-10,7925.28
SKU01234,ST052,42,16,2025-11-10,3120.6
SKU01235,ST007,324,144,2025-11-10,23956.56
SKU01236,ST014,204,120,2025-11-10,17537.88
SKU01237,ST021,288,100,2025-11-10,36717.12
SKU01238,ST028,116,48,2025-11-10,12141.72
SKU01239,ST035,266,140,2025-11-10,3207.96
SKU01240,ST042,100,32,2025-11-10,2806.0
SKU01241,ST049,218,174,2025-11-10,7863.26
SKU01242,ST004,52,25,2025-11-10,2304.12
SKU01243,ST011,432,128,2025-11-10,29764.8
SKU01244,ST018,102,72,2025-11-10,7192.02
SKU01245,ST025,380,165,2025-11-10,28674.8
SKU01246,ST032,29,8,2025-11-10,2473.99
SKU01247,ST039,342,216,2025-11-10,29011.86
SKU01248,ST046,200,80,2025-11-10,25246.0
SKU01249,ST001,278,148,2025-11-10,29593.1
SKU01250,ST008,63,36,2025-11-10,1368.99
SKU01251,ST015,202,75,2025-11-10,6799.32
SKU01252,ST022,170,80,2025-11-10,5693.3
SKU01253,ST029,472,246,2025-11-10,17723.6
SKU01254,ST036,44,15,2025-11-10,2796.64
SKU01255,ST043,180,76,2025-11-10,11986.2
SKU01256,ST050,300,144,2025-11-10,20715.0
SKU01257,ST005,338,225,2025-11-10,33877.74
SKU01258,ST012,74,28,2025-11-10,8366.44
SKU01259,ST019,310,138,2025-11-10,39866.0
SKU01260,ST026,68,40,2025-11-10,831.64
SKU01261,ST033,218,76,2025-11-10,5151.34
SKU01262,ST040,58,24,2025-11-10,1957.5
SKU01263,ST047,256,135,2025-11-10,9456.64
SKU01264,ST002,150,48,2025-11-10,9586.5
SKU01265,ST009,172,138,2025-11-10,13409.12
SKU01266,ST016,84,40,2025-11-10,6440.28
SKU01267,ST023,418,124,2025-11-10,37975.3
SKU01268,ST030,136,96,2025-11-10,13094.08
SKU01269,ST037,310,135,2025-11-10,33821.0
SKU01270,ST044,72,20,2025-11-10,8699.76
SKU01271,ST051,332,210,2025-11-10,5305.36
SKU01272,ST006,250,100,2025-11-10,6015.0
SKU01273,ST013,232,124,2025-11-10,8280.08
SKU01274,ST020,21,12,2025-11-10,1268.61
SKU01275,ST027,189,70,2025-11-10,11279.52
SKU01276,ST034,204,96,2025-11-10,11370.96
SKU01277,ST041,402,210,2025-11-10,30893.7
SKU01278,ST048,87,30,2025-11-10,7134.0
SKU01279,ST003,171,72,2025-11-10,17580.51
SKU01280,ST010,100,48,2025-11-10,10938.0
SKU01281,ST017,292,195,2025-11-10,35591.88
SKU01282,ST024,32,12,2025-11-10,468.48
SKU01283,ST031,297,132,2025-11-10,8434.8
SKU01284,ST038,102,60,2025-11-10,4076.94
SKU01285,ST045,494,172,2025-11-10,28069.08
SKU01286,ST052,102,42,2025-11-10,6359.7
SKU01287,ST007,247,130,2025-11-10,21145.67
SKU01288,ST014,200,64,2025-11-10,16550.0
SKU01289,ST021,352,282,2025-11-10,30912.64
SKU01290,ST028,42,20,2025-11-10,4322.22
SKU01291,ST035,405,120,2025-11-10,47575.35
SKU01292,ST042,170,120,2025-11-10,3007.3
SKU01293,ST049,242,105,2025-11-10,7168.04
SKU01294,ST004,116,32,2025-11-10,3440.56
SKU01295,ST011,323,204,2025-11-10,14677.12
SKU01296,ST018,300,120,2025-11-10,16584.0
SKU01297,ST025,188,100,2025-11-10,14882.08
SKU01298,ST032,52,30,2025-11-10,3739.84
SKU01299,ST039,513,190,2025-11-10,41224.68
SKU01300,ST046,68,32,2025-11-10,8257.92
SKU01301,ST001,334,174,2025-11-10,36055.3
SKU01302,ST008,29,10,2025-11-10,3073.42
SKU01303,ST015,162,68,2025-11-10,1535.76
SKU01304,ST022,150,72,2025-11-10,3871.5
SKU01305,ST029,248,165,2025-11-10,9602.56
SKU01306,ST036,63,24,2025-11-10,3379.32
SKU01307,ST043,284,126,2025-11-10,17287.08
SKU01308,ST050,136,80,2025-11-10,9855.92
SKU01309,ST005,426,148,2025-11-10,41121.78
SKU01310,ST012,44,18,2025-11-10,4724.28
SKU01311,ST019,238,125,2025-11-10,28198.24
SKU01312,ST026,250,80,2025-11-10,30597.5
SKU01313,ST033,308,246,2025-11-10,1410.64
SKU01314,ST040,74,35,2025-11-10,1544.38
SKU01315,ST047,392,116,2025-11-10,12959.52
SKU01316,ST002,204,144,2025-11-10,9106.56
SKU01317,ST009,518,225,2025-11-10,28256.9
SKU01318,ST016,58,16,2025-11-10,4010.12
SKU01319,ST023,314,198,2025-11-10,23094.7
SKU01320,ST030,100,40,2025-11-10,7636.0
SKU01321,ST037,142,76,2025-11-10,12298.62
SKU01322,ST044,84,48,2025-11-10,10236.24
SKU01323,ST051,500,185,2025-11-10,62740.0
SKU01324,ST006,102,48,2025-11-10,1027.14
SKU01325,ST013,264,138,2025-11-10,9667.68
SKU01326,ST020,72,25,2025-11-10,3102.48
SKU01327,ST027,152,64,2025-11-10,7144.0
SKU01328,ST034,200,96,2025-11-10,12224.0
SKU01329,ST041,202,135,2025-11-10,14695.5
SKU01330,ST048,21,8,2025-11-10,1469.58
SKU01331,ST003,270,120,2025-11-10,26646.3
SKU01332,ST010,170,100,2025-11-10,14686.3
SKU01333,ST017,356,124,2025-11-10,35279.6
SKU01334,ST024,87,36,2025-11-10,9642.21
SKU01335,ST031,228,120,2025-11-10,3392.64
SKU01336,ST038,300,96,2025-11-10,11784.0
SKU01337,ST045,262,210,2025-11-10,10558.6
SKU01338,ST052,32,15,2025-11-10,1554.56
SKU01339,ST007,378,112,2025-11-10,24777.9
SKU01340,ST014,68,48,2025-11-10,5859.56
SKU01341,ST021,448,195,2025-11-10,31991.68
SKU01342,ST028,102,28,2025-11-10,10877.28
SKU01343,ST035,304,192,2025-11-10,33777.44
SKU01344,ST042,150,60,2025-11-10,20430.0
SKU01345,ST049,322,172,2025-11-10,2018.94
SKU01346,ST004,42,24,2025-11-10,1039.92
SKU01347,ST011,486,180,2025-11-10,15678.36
SKU01348,ST018,136,64,2025-11-10,6789.12
SKU01349,ST025,540,282,2025-11-10,31482.0
SKU01350,ST032,116,40,2025-11-10,8662.88
SKU01351,ST039,142,60,2025-11-10,11392.66
SKU01352,ST046,250,120,2025-11-10,21097.5
SKU01353,ST001,158,105,2025-11-10,18841.5
SKU01354,ST008,52,20,2025-11-10,6006.0
SKU01355,ST015,256,114,2025-11-10,27960.32
SKU01356,ST022,204,120,2025-11-10,3143.64
SKU01357,ST029,288,100,2025-11-10,7968.96
SKU01358,ST036,29,12,2025-11-10,829.69
SKU01359,ST043,218,115,2025-11-10,12120.8
SKU01360,ST050,100,32,2025-11-10,5027.0
SKU01361,ST005,218,174,2025-11-10,18397.02
SKU01362,ST012,63,30,2025-11-10,5773.95
SKU01363,ST019,364,108,2025-11-10,41383.16
SKU01364,ST026,102,72,2025-11-10,9780.78
SKU01365,ST033,380,165,2025-11-10,43308.6
SKU01366,ST040,44,12,2025-11-10,529.32
SKU01367,ST047,294,186,2025-11-10,4330.62
SKU01368,ST002,200,80,2025-11-10,4690.0
SKU01369,ST009,278,148,2025-11-10,12737.96
SKU01370,ST016,74,42,2025-11-10,4243.9
SKU01371,ST023,472,175,2025-11-10,24883.84
SKU01372,ST030,170,80,2025-11-10,16107.5
SKU01373,ST037,472,246,2025-11-10,41781.44
SKU01374,ST044,58,20,2025-11-10,6463.52
SKU01375,ST051,133,56,2025-11-10,14058.1
SKU01376,ST006,300,144,2025-11-10,32883.0
SKU01377,ST013,338,225,2025-11-10,7564.44
SKU01378,ST020,84,32,2025-11-10,2651.04
SKU01379,ST027,243,108,2025-11-10,10952.01
SKU01380,ST034,68,40,2025-11-10,4150.04
SKU01381,ST041,218,76,2025-11-10,13470.22
SKU01382,ST048,72,30,2025-11-10,4085.28
SKU01383,ST003,209,110,2025-11-10,19892.62
SKU01384,ST010,150,48,2025-11-10,15969.0
SKU01385,ST017,172,138,2025-11-10,19024.92
SKU01386,ST024,21,10,2025-11-10,2484.93
SKU01387,ST031,351,104,2025-11-10,49494.51
SKU01388,ST038,136,96,2025-11-10,2782.56
SKU01389,ST045,310,135,2025-11-10,12263.6
SKU01390,ST052,87,24,2025-11-10,3317.31
SKU01391,ST007,285,180,2025-11-10,15062.25
SKU01392,ST014,250,100,2025-11-10,16092.5
SKU01393,ST021,232,124,2025-11-10,18928.88
SKU01394,ST028,32,18,2025-11-10,2992.0
SKU01395,ST035,459,170,2025-11-10,38491.74
SKU01396,ST042,204,96,2025-11-10,22786.8
SKU01397,ST049,402,210,2025-11-10,57554.34
SKU01398,ST004,102,35,2025-11-10,2303.16
SKU01399,ST011,361,152,2025-11-10,7747.06
SKU01400,ST018,100,48,2025-11-10,3959.0
SKU01401,ST025,292,195,2025-11-10,13288.92
SKU01402,ST032,42,16,2025-11-10,2651.46
SKU01403,ST039,230,102,2025-11-10,16980.9
SKU01404,ST046,102,60,2025-11-10,8103.9
SKU01405,ST001,494,172,2025-11-10,42548.22
SKU01406,ST008,116,48,2025-11-10,11513.0
SKU01407,ST015,200,105,2025-11-10,22642.0
SKU01408,ST022,200,64,2025-11-10,24664.0
SKU01409,ST029,352,282,2025-11-10,4702.72
SKU01410,ST036,52,25,2025-11-10,1426.36
SKU01411,ST043,338,100,2025-11-10,11519.04
SKU01412,ST050,170,120,2025-11-10,7502.1
SKU01413,ST005,242,105,2025-11-10,15657.4
SKU01414,ST012,29,8,2025-11-10,2529.96
SKU01415,ST019,276,174,2025-11-10,25549.32
SKU01416,ST026,300,120,2025-11-10,28938.0
SKU01417,ST033,188,100,2025-11-10,21450.8
SKU01418,ST040,63,36,2025-11-10,7740.81
SKU01419,ST047,446,165,2025-11-10,4473.38
SKU01420,ST002,68,32,2025-11-10,1829.88
SKU01421,ST009,334,174,2025-11-10,7989.28
SKU01422,ST016,44,15,2025-11-10,2025.32
SKU01423,ST023,352,148,2025-11-10,18275.84
SKU01424,ST030,150,72,2025-11-10,10477.5
SKU01425,ST037,248,165,2025-11-10,23155.76
SKU01426,ST044,74,28,2025-11-10,6777.66
SKU01427,ST051,216,96,2025-11-10,23258.88
SKU01428,ST006,136,80,2025-11-10,15999.04
SKU01429,ST013,426,148,2025-11-10,44636.28
SKU01430,ST020,58,24,2025-11-10,727.9
SKU01431,ST027,190,100,2025-11-10,5107.2
SKU01432,ST034,250,80,2025-11-10,10335.0
SKU01433,ST041,308,246,2025-11-10,16755.2
SKU01434,ST048,84,40,2025-11-10,4969.44
SKU01435,ST003,324,96,2025-11-10,27144.72
SKU01436,ST010,204,144,2025-11-10,13965.84
SKU01437,ST017,518,225,2025-11-10,52737.58
SKU01438,ST024,72,20,2025-11-10,8255.52
SKU01439,ST031,266,168,2025-11-10,26836.74
SKU01440,ST038,100,40,2025-11-10,1349.0
SKU01441,ST045,142,76,2025-11-10,2629.84
SKU01442,ST052,21,12,2025-11-10,640.08
SKU01443,ST007,432,160,2025-11-10,19491.84
SKU01444,ST014,102,48,2025-11-10,6293.4
SKU01445,ST021,264,138,2025-11-10,19979.52
SKU01446,ST028,87,30,2025-11-10,6551.1
SKU01447,ST035,342,144,2025-11-10,31549.5
SKU01448,ST042,200,96,2025-11-10,18984.0
SKU01449,ST049,202,135,2025-11-10,24914.68
SKU01450,ST004,32,12,2025-11-10,3537.92
SKU01451,ST011,202,90,2025-11-10,1638.22
SKU01452,ST018,170,100,2025-11-10,3901.5
SKU01453,ST025,356,124,2025-11-10,17340.76
SKU01454,ST032,102,42,2025-11-10,4115.7
SKU01455,ST039,180,95,2025-11-10,8303.4
SKU01456,ST046,300,96,2025-11-10,21228.0
SKU01457,ST001,262,210,2025-11-10,21918.92
SKU01458,ST008,42,20,2025-11-10,3527.16
SKU01459,ST015,310,92,2025-11-10,34155.8
SKU01460,ST022,68,48,2025-11-10,8666.6
SKU01461,ST029,448,195,2025-11-10,64583.68
SKU01462,ST036,116,32,2025-11-10,2408.16
SKU01463,ST043,256,162,2025-11-10,8458.24
SKU01464,ST050,150,60,2025-11-10,5736.0
SKU01465,ST005,322,172,2025-11-10,15169.42
SKU01466,ST012,52,30,2025-11-10,2801.76
SKU01467,ST019,418,155,2025-11-10,29652.92
SKU01468,ST026,136,64,2025-11-10,11103.04
SKU01469,ST033,540,282,2025-11-10,64400.4
SKU01470,ST040,29,10,2025-11-10,3082.99
SKU01471,ST047,332,140,2025-11-10,35514.04
SKU01472,ST002,250,120,2025-11-10,1552.5
SKU01473,ST009,158,105,2025-11-10,4877.46
SKU01474,ST016,63,24,2025-11-10,2034.27
SKU01475,ST023,189,84,2025-11-10,9168.39
SKU01476,ST030,204,120,2025-11-10,10259.16
SKU01477,ST037,288,100,2025-11-10,23109.12
SKU01478,ST044,44,18,2025-11-10,3382.28
SKU01479,ST051,171,90,2025-11-10,13358.52
SKU01480,ST006,100,32,2025-11-10,9393.0
SKU01481,ST013,218,174,2025-11-10,27121.38
SKU01482,ST020,74,35,2025-11-10,7772.22
SKU01483,ST027,297,88,2025-11-10,3757.05
SKU01484,ST034,102,72,2025-11-10,2566.32
SKU01485,ST041,380,165,2025-11-10,13828.2
SKU01486,ST048,58,16,2025-11-10,2871.58
SKU01487,ST003,247,156,2025-11-10,12149.93
SKU01488,ST010,200,80,2025-11-10,18488.0
SKU01489,ST017,278,148,2025-11-10,22943.34
SKU01490,ST024,84,48,2025-11-10,7286.16
SKU01491,ST031,405,150,2025-11-10,50539.95
SKU01492,ST038,170,80,2025-11-10,20372.8
SKU01493,ST045,472,246,2025-11-10,5607.36
SKU01494,ST052,72,25,2025-11-10,1903.68
SKU01495,ST007,323,136,2025-11-10,10300.47
SKU01496,ST014,300,144,2025-11-10,11289.0
SKU01497,ST021,338,225,2025-11-10,19668.22
SKU01498,ST028,21,8,2025-11-10,1201.2
SKU01499,ST035,513,228,2025-11-10,35366.22
SKU01500,ST042,68,40,2025-11-10,5875.2
SKU01501,ST049,218,76,2025-11-10,17485.78
SKU01502,ST004,87,36,2025-11-10,9132.39
SKU01503,ST011,162,85,2025-11-10,20544.84
SKU01504,ST018,150,48,2025-11-10,2241.0
SKU01505,ST025,172,138,2025-11-10,4429.0
SKU01506,ST032,32,15,2025-11-10,1034.24
SKU01507,ST039,284,84,2025-11-10,13123.64
SKU01508,ST046,136,96,2025-11-10,7561.6
SKU01509,ST001,310,135,2025-11-10,24951.9
SKU01510,ST008,102,28,2025-11-10,9034.14
SKU01511,ST015,238,150,2025-11-10,22695.68
SKU01512,ST022,250,100,2025-11-10,24907.5
SKU01513,ST029,232,124,2025-11-10,24104.8
SKU01514,ST036,42,24,2025-11-10,5219.76
SKU01515,ST043,392,145,2025-11-10,6801.2
SKU01516,ST050,204,96,2025-11-10,6542.28
SKU01517,ST005,402,210,2025-11-10,13559.46
SKU01518,ST012,116,40,2025-11-10,5922.96
SKU01519,ST019,314,132,2025-11-10,18196.3
