sku,name,category,unit_cost,selling_price
SKU00437,Midan Household Product 0437,Household,38.16,75.1
SKU00438,Midan Baby Product 0438,Baby,57.04,101.01
SKU00439,Midan Fresh Product 0439,Fresh,53.24,110.62
SKU00440,Midan Pharmacy Product 0440,Pharmacy,69.3,177.13
SKU00441,Midan Beverages Product 0441,Beverages,103.72,164.41
SKU00442,Midan Dairy Product 0442,Dairy,105.12,177.81
SKU00443,Midan Snacks Product 0443,Snacks,95.46,241.78
SKU00444,Midan Grocery Product 0444,Grocery,137.96,232.63
SKU00445,Midan Personal Care Product 0445,Personal Care,11.44,25.39
SKU00446,Midan Frozen Product 0446,Frozen,20.05,39.53
SKU00447,Midan Household Product 0447,Household,37.87,79.86
SKU00448,Midan Baby Product 0448,Baby,48.71,89.59
SKU00449,Midan Fresh Product 0449,Fresh,59.46,143.4
SKU00450,Midan Pharmacy Product 0450,Pharmacy,74.6,146.01
SKU00451,Midan Beverages Product 0451,Beverages,79.64,182.41
SKU00452,Midan Dairy Product 0452,Dairy,105.99,177.71
SKU00453,Midan Snacks Product 0453,Snacks,104.62,225.51
SKU00454,Midan Grocery Product 0454,Grocery,99.28,258.42
SKU00455,Midan Personal Care Product 0455,Personal Care,120.66,286.65
SKU00456,Midan Frozen Product 0456,Frozen,16.27,26.49
SKU00457,Midan Household Product 0457,Household,32.05,52.69
SKU00458,Midan Baby Product 0458,Baby,37.21,70.23
SKU00459,Midan Fresh Product 0459,Fresh,45.3,86.26
SKU00460,Midan Pharmacy Product 0460,Pharmacy,66.1,123.67
SKU00461,Midan Beverages Product 0461,Beverages,88.88,169.92
SKU00462,Midan Dairy Product 0462,Dairy,77.84,172.12
SKU00463,Midan Snacks Product 0463,Snacks,107.65,186.67
SKU00464,Midan Grocery Product 0464,Grocery,108.5,196.33
SKU00465,Midan Personal Care Product 0465,Personal Care,103.86,253.98
SKU00466,Midan Frozen Product 0466,Frozen,12.18,23.35
SKU00467,Midan Household Product 0467,Household,15.54,32.57
SKU00468,Midan Baby Product 0468,Baby,26.48,60.35
SKU00469,Midan Fresh Product 0469,Fresh,38.06,100.2
SKU00470,Midan Pharmacy Product 0470,Pharmacy,47.59,117.78
SKU00471,Midan Beverages Product 0471,Beverages,55.88,128.31
SKU00472,Midan Dairy Product 0472,Dairy,72.82,160.5
SKU00473,Midan Snacks Product 0473,Snacks,78.78,213.05
SKU00474,Midan Grocery Product 0474,Grocery,96.19,196.06
SKU00475,Midan Personal Care Product 0475,Personal Care,121.11,236.78
SKU00476,Midan Frozen Product 0476,Frozen,129.08,286.07
SKU00477,Midan Household Product 0477,Household,10.01,26.59
SKU00478,Midan Baby Product 0478,Baby,26.52,52.12
SKU00479,Midan Fresh Product 0479,Fresh,44.89,81.35
SKU00480,Midan Pharmacy Product 0480,Pharmacy,43.84,96.1
SKU00481,Midan Beverages Product 0481,Beverages,61.62,114.24
SKU00482,Midan Dairy Product 0482,Dairy,77.81,165.66
SKU00483,Midan Snacks Product 0483,Snacks,84.7,156.87
SKU00484,Midan Grocery Product 0484,Grocery,77.22,172.86
SKU00485,Midan Personal Care Product 0485,Personal Care,114.58,205.38
SKU00486,Midan Frozen Product 0486,Frozen,125.38,236.63
SKU00487,Midan Household Product 0487,Household,117.64,259.88
SKU00488,Midan Baby Product 0488,Baby,26.68,46.41
SKU00489,Midan Fresh Product 0489,Fresh,25.06,59.59
SKU00490,Midan Pharmacy Product 0490,Pharmacy,52.05,91.12
SKU00491,Midan Beverages Product 0491,Beverages,60.08,123.41
SKU00492,Midan Dairy Product 0492,Dairy,71.29,157.22
SKU00493,Midan Snacks Product 0493,Snacks,67.92,167.7
SKU00494,Midan Grocery Product 0494,Grocery,93.52,179.83
SKU00495,Midan Personal Care Product 0495,Personal Care,98.7,181.85
SKU00496,Midan Frozen Product 0496,Frozen,108.9,241.19
SKU00497,Midan Household Product 0497,Household,100.77,270.39
SKU00498,Midan Baby Product 0498,Baby,13.29,21.85
SKU00499,Midan Fresh Product 0499,Fresh,35.79,56.28
SKU00500,Midan Pharmacy Product 0500,Pharmacy,35.95,83.79
SKU00501,Midan Beverages Product 0501,Beverages,57.37,91.96
SKU00502,Midan Dairy Product 0502,Dairy,65.78,107.54
SKU00503,Midan Snacks Product 0503,Snacks,70.24,126.74
SKU00504,Midan Grocery Product 0504,Grocery,81.42,167.99
SKU00505,Midan Personal Care Product 0505,Personal Care,109.53,187.87
SKU00506,Midan Frozen Product 0506,Frozen,109.98,221.88
SKU00507,Midan Household Product 0507,Household,119.57,217.52
SKU00508,Midan Baby Product 0508,Baby,131.09,248.73
SKU00509,Midan Fresh Product 0509,Fresh,16.8,31.59
SKU00510,Midan Pharmacy Product 0510,Pharmacy,25.59,60.72
SKU00511,Midan Beverages Product 0511,Beverages,43.14,77.22
SKU00512,Midan Dairy Product 0512,Dairy,52.57,94.91
SKU00513,Midan Snacks Product 0513,Snacks,67.18,124.85
SKU00514,Midan Grocery Product 0514,Grocery,86.09,150.13
SKU00515,Midan Personal Care Product 0515,Personal Care,71.15,173.89
SKU00516,Midan Frozen Product 0516,Frozen,114.73,222.03
SKU00517,Midan Household Product 0517,Household,119.51,252.81
SKU00518,Midan Baby Product 0518,Baby,104.13,226.01
SKU00519,Midan Fresh Product 0519,Fresh,7.16,11.64
SKU00520,Midan Pharmacy Product 0520,Pharmacy,22.27,51.83
SKU00521,Midan Beverages Product 0521,Beverages,35.94,63.06
SKU00522,Midan Dairy Product 0522,Dairy,50.06,92.82
SKU00523,Midan Snacks Product 0523,Snacks,62.16,126.95
SKU00524,Midan Grocery Product 0524,Grocery,72.32,132.52
SKU00525,Midan Personal Care Product 0525,Personal Care,83.36,154.28
SKU00526,Midan Frozen Product 0526,Frozen,104.72,203.38
SKU00527,Midan Household Product 0527,Household,113.24,196.51
SKU00528,Midan Baby Product 0528,Baby,100.29,218.47
SKU00529,Midan Fresh Product 0529,Fresh,105.85,233.97
SKU00530,Midan Pharmacy Product 0530,Pharmacy,17.75,43.08
SKU00531,Midan Beverages Product 0531,Beverages,36.41,62.24
SKU00532,Midan Dairy Product 0532,Dairy,41.08,74.44
SKU00533,Midan Snacks Product 0533,Snacks,47.8,97.06
SKU00534,Midan Grocery Product 0534,Grocery,65.44,105.61
SKU00535,Midan Personal Care Product 0535,Personal Care,80.29,157.48
SKU00536,Midan Frozen Product 0536,Frozen,90.29,197.33
SKU00537,Midan Household Product 0537,Household,74.86,189.31
SKU00538,Midan Baby Product 0538,Baby,113.04,236.46
SKU00539,Midan Fresh Product 0539,Fresh,122.2,239.2
SKU00540,Midan Pharmacy Product 0540,Pharmacy,10.2,25.37
SKU00541,Midan Beverages Product 0541,Beverages,22.54,43.95
SKU00542,Midan Dairy Product 0542,Dairy,24.91,52.84
SKU00543,Midan Snacks Product 0543,Snacks,42.19,80.09
SKU00544,Midan Grocery Product 0544,Grocery,52.32,121.63
SKU00545,Midan Personal Care Product 0545,Personal Care,77.55,159.76
SKU00546,Midan Frozen Product 0546,Frozen,69.0,150.74
SKU00547,Midan Household Product 0547,Household,85.04,165.47
SKU00548,Midan Baby Product 0548,Baby,82.96,186.62
SKU00549,Midan Fresh Product 0549,Fresh,113.88,209.45
SKU00550,Midan Pharmacy Product 0550,Pharmacy,112.25,248.92
SKU00551,Midan Beverages Product 0551,Beverages,14.02,32.98
SKU00552,Midan Dairy Product 0552,Dairy,25.38,51.81
SKU00553,Midan Snacks Product 0553,Snacks,28.42,78.28
SKU00554,Midan Grocery Product 0554,Grocery,55.69,90.83
SKU00555,Midan Personal Care Product 0555,Personal Care,48.33,117.31
SKU00556,Midan Frozen Product 0556,Frozen,79.61,153.9
SKU00557,Midan Household Product 0557,Household,92.16,165.73
SKU00558,Midan Baby Product 0558,Baby,105.91,215.96
SKU00559,Midan Fresh Product 0559,Fresh,99.09,214.66
SKU00560,Midan Pharmacy Product 0560,Pharmacy,113.7,202.68
SKU00561,Midan Beverages Product 0561,Beverages,138.7,245.26
SKU00562,Midan Dairy Product 0562,Dairy,26.69,46.24
SKU00563,Midan Snacks Product 0563,Snacks,34.91,80.34
SKU00564,Midan Grocery Product 0564,Grocery,45.02,85.78
SKU00565,Midan Personal Care Product 0565,Personal Care,48.68,99.62
SKU00566,Midan Frozen Product 0566,Frozen,50.54,113.26
SKU00567,Midan Household Product 0567,Household,73.68,157.94
SKU00568,Midan Baby Product 0568,Baby,81.5,183.32
SKU00569,Midan Fresh Product 0569,Fresh,109.09,203.86
SKU00570,Midan Pharmacy Product 0570,Pharmacy,100.37,237.81
SKU00571,Midan Beverages Product 0571,Beverages,129.52,234.5
SKU00572,Midan Dairy Product 0572,Dairy,15.43,34.75
SKU00573,Midan Snacks Product 0573,Snacks,30.52,65.78
SKU00574,Midan Grocery Product 0574,Grocery,40.02,67.24
SKU00575,Midan Personal Care Product 0575,Personal Care,52.9,100.66
SKU00576,Midan Frozen Product 0576,Frozen,62.49,132.42
SKU00577,Midan Household Product 0577,Household,61.67,147.87
SKU00578,Midan Baby Product 0578,Baby,90.99,151.11
SKU00579,Midan Fresh Product 0579,Fresh,78.36,215.25
SKU00580,Midan Pharmacy Product 0580,Pharmacy,81.05,189.48
SKU00581,Midan Beverages Product 0581,Beverages,116.27,218.46
SKU00582,Midan Dairy Product 0582,Dairy,147.39,290.82
SKU00583,Midan Snacks Product 0583,Snacks,16.77,36.59
SKU00584,Midan Grocery Product 0584,Grocery,22.59,51.51
SKU00585,Midan Personal Care Product 0585,Personal Care,37.02,74.04
SKU00586,Midan Frozen Product 0586,Frozen,52.96,110.45
SKU00587,Midan Household Product 0587,Household,70.46,139.59
SKU00588,Midan Baby Product 0588,Baby,78.61,142.47
SKU00589,Midan Fresh Product 0589,Fresh,82.71,154.02
SKU00590,Midan Pharmacy Product 0590,Pharmacy,94.91,197.49
SKU00591,Midan Beverages Product 0591,Beverages,110.49,201.28
SKU00592,Midan Dairy Product 0592,Dairy,133.82,257.97
SKU00593,Midan Snacks Product 0593,Snacks,6.05,14.98
SKU00594,Midan Grocery Product 0594,Grocery,22.95,43.88
SKU00595,Midan Personal Care Product 0595,Personal Care,42.7,74.79
SKU00596,Midan Frozen Product 0596,Frozen,44.11,80.78
SKU00597,Midan Household Product 0597,Household,49.85,111.09
SKU00598,Midan Baby Product 0598,Baby,63.37,143.43
SKU00599,Midan Fresh Product 0599,Fresh,70.32,170.23
SKU00600,Midan Pharmacy Product 0600,Pharmacy,82.23,193.81
SKU00601,Midan Beverages Product 0601,Beverages,105.64,181.86
SKU00602,Midan Dairy Product 0602,Dairy,118.88,202.38
SKU00603,Midan Snacks Product 0603,Snacks,104.96,263.47
SKU00604,Midan Grocery Product 0604,Grocery,19.68,46.66
SKU00605,Midan Personal Care Product 0605,Personal Care,30.73,58.39
SKU00606,Midan Frozen Product 0606,Frozen,40.73,92.63
SKU00607,Midan Household Product 0607,Household,46.31,113.01
SKU00608,Midan Baby Product 0608,Baby,64.97,138.46
SKU00609,Midan Fresh Product 0609,Fresh,68.03,173.63
SKU00610,Midan Pharmacy Product 0610,Pharmacy,89.49,182.03
SKU00611,Midan Beverages Product 0611,Beverages,92.25,212.1
SKU00612,Midan Dairy Product 0612,Dairy,127.6,251.6
SKU00613,Midan Snacks Product 0613,Snacks,112.43,201.48
SKU00614,Midan Grocery Product 0614,Grocery,124.11,311.76
SKU00615,Midan Personal Care Product 0615,Personal Care,19.82,45.62
SKU00616,Midan Frozen Product 0616,Frozen,34.87,66.35
SKU00617,Midan Household Product 0617,Household,32.45,74.58
SKU00618,Midan Baby Product 0618,Baby,44.55,109.16
SKU00619,Midan Fresh Product 0619,Fresh,69.98,150.14
SKU00620,Midan Pharmacy Product 0620,Pharmacy,80.3,162.54
SKU00621,Midan Beverages Product 0621,Beverages,91.95,166.71
SKU00622,Midan Dairy Product 0622,Dairy,89.7,186.52
SKU00623,Midan Snacks Product 0623,Snacks,98.02,206.11
SKU00624,Midan Grocery Product 0624,Grocery,127.83,270.9
SKU00625,Midan Personal Care Product 0625,Personal Care,10.77,17.81
SKU00626,Midan Frozen Product 0626,Frozen,27.71,47.0
SKU00627,Midan Household Product 0627,Household,28.15,60.33
SKU00628,Midan Baby Product 0628,Baby,52.95,100.89
SKU00629,Midan Fresh Product 0629,Fresh,48.02,126.41
SKU00630,Midan Pharmacy Product 0630,Pharmacy,69.07,125.98
SKU00631,Midan Beverages Product 0631,Beverages,66.52,165.58
SKU00632,Midan Dairy Product 0632,Dairy,90.46,193.8
SKU00633,Midan Snacks Product 0633,Snacks,104.02,220.16
SKU00634,Midan Grocery Product 0634,Grocery,100.97,242.78
SKU00635,Midan Personal Care Product 0635,Personal Care,111.75,264.3
SKU00636,Midan Frozen Product 0636,Frozen,17.08,41.77
SKU00637,Midan Household Product 0637,Household,23.14,46.81
SKU00638,Midan Baby Product 0638,Baby,35.92,79.97
SKU00639,Midan Fresh Product 0639,Fresh,44.65,97.23
SKU00640,Midan Pharmacy Product 0640,Pharmacy,54.61,130.94
SKU00641,Midan Beverages Product 0641,Beverages,76.66,160.51
SKU00642,Midan Dairy Product 0642,Dairy,71.62,171.78
SKU00643,Midan Snacks Product 0643,Snacks,108.27,200.49
SKU00644,Midan Grocery Product 0644,Grocery,121.46,234.65
SKU00645,Midan Personal Care Product 0645,Personal Care,106.91,204.5
SKU00646,Midan Frozen Product 0646,Frozen,19.8,31.2
SKU00647,Midan Household Product 0647,Household,23.23,55.49
SKU00648,Midan Baby Product 0648,Baby,40.21,85.4
SKU00649,Midan Fresh Product 0649,Fresh,45.22,108.19
SKU00650,Midan Pharmacy Product 0650,Pharmacy,61.24,123.74
SKU00651,Midan Beverages Product 0651,Beverages,69.65,140.36
SKU00652,Midan Dairy Product 0652,Dairy,83.19,155.46
SKU00653,Midan Snacks Product 0653,Snacks,86.6,176.87
SKU00654,Midan Grocery Product 0654,Grocery,94.13,184.94
SKU00655,Midan Personal Care Product 0655,Personal Care,98.64,227.89
SKU00656,Midan Frozen Product 0656,Frozen,125.65,277.46
SKU00657,Midan Household Product 0657,Household,11.3,23.01
SKU00658,Midan Baby Product 0658,Baby,34.94,59.56
SKU00659,Midan Fresh Product 0659,Fresh,40.85,92.47
SKU00660,Midan Pharmacy Product 0660,Pharmacy,45.22,102.61
SKU00661,Midan Beverages Product 0661,Beverages,46.3,116.33
SKU00662,Midan Dairy Product 0662,Dairy,62.89,162.95
SKU00663,Midan Snacks Product 0663,Snacks,74.31,155.09
SKU00664,Midan Grocery Product 0664,Grocery,84.04,203.97
SKU00665,Midan Personal Care Product 0665,Personal Care,114.18,224.55
SKU00666,Midan Frozen Product 0666,Frozen,118.51,246.3
SKU00667,Midan Household Product 0667,Household,117.32,233.54
SKU00668,Midan Baby Product 0668,Baby,19.95,42.87
SKU00669,Midan Fresh Product 0669,Fresh,29.36,57.54
SKU00670,Midan Pharmacy Product 0670,Pharmacy,50.13,96.65
SKU00671,Midan Beverages Product 0671,Beverages,62.59,123.66
SKU00672,Midan Dairy Product 0672,Dairy,74.12,131.65
SKU00673,Midan Snacks Product 0673,Snacks,66.22,149.52
SKU00674,Midan Grocery Product 0674,Grocery,90.33,204.85
SKU00675,Midan Personal Care Product 0675,Personal Care,103.35,214.34
SKU00676,Midan Frozen Product 0676,Frozen,118.4,268.07
SKU00677,Midan Household Product 0677,Household,106.96,233.84
SKU00678,Midan Baby Product 0678,Baby,9.83,21.4
SKU00679,Midan Fresh Product 0679,Fresh,25.1,63.63
SKU00680,Midan Pharmacy Product 0680,Pharmacy,29.25,68.33
SKU00681,Midan Beverages Product 0681,Beverages,54.86,91.3
SKU00682,Midan Dairy Product 0682,Dairy,66.81,129.29
SKU00683,Midan Snacks Product 0683,Snacks,78.44,136.3
SKU00684,Midan Grocery Product 0684,Grocery,72.59,200.22
SKU00685,Midan Personal Care Product 0685,Personal Care,85.53,229.75
SKU00686,Midan Frozen Product 0686,Frozen,94.25,218.38
SKU00687,Midan Household Product 0687,Household,127.07,231.3
SKU00688,Midan Baby Product 0688,Baby,124.65,269.31
SKU00689,Midan Fresh Product 0689,Fresh,14.76,33.13
SKU00690,Midan Pharmacy Product 0690,Pharmacy,25.17,67.82
SKU00691,Midan Beverages Product 0691,Beverages,44.88,91.69
SKU00692,Midan Dairy Product 0692,Dairy,48.65,104.68
SKU00693,Midan Snacks Product 0693,Snacks,52.19,114.16
SKU00694,Midan Grocery Product 0694,Grocery,82.46,161.07
SKU00695,Midan Personal Care Product 0695,Personal Care,76.39,161.17
SKU00696,Midan Frozen Product 0696,Frozen,101.5,217.13
SKU00697,Midan Household Product 0697,Household,101.55,247.38
SKU00698,Midan Baby Product 0698,Baby,132.07,257.78
SKU00699,Midan Fresh Product 0699,Fresh,7.59,12.87
SKU00700,Midan Pharmacy Product 0700,Pharmacy,25.44,58.35
SKU00701,Midan Beverages Product 0701,Beverages,36.16,62.3
SKU00702,Midan Dairy Product 0702,Dairy,43.7,89.76
SKU00703,Midan Snacks Product 0703,Snacks,64.13,117.75
SKU00704,Midan Grocery Product 0704,Grocery,65.66,156.92
SKU00705,Midan Personal Care Product 0705,Personal Care,72.75,143.91
SKU00706,Midan Frozen Product 0706,Frozen,97.32,194.83
SKU00707,Midan Household Product 0707,Household,101.09,180.51
SKU00708,Midan Baby Product 0708,Baby,94.53,235.32
SKU00709,Midan Fresh Product 0709,Fresh,141.4,216.5
SKU00710,Midan Pharmacy Product 0710,Pharmacy,21.33,44.73
SKU00711,Midan Beverages Product 0711,Beverages,28.27,59.81
SKU00712,Midan Dairy Product 0712,Dairy,30.29,70.09
SKU00713,Midan Snacks Product 0713,Snacks,49.71,107.87
SKU00714,Midan Grocery Product 0714,Grocery,57.56,124.26
SKU00715,Midan Personal Care Product 0715,Personal Care,71.51,170.25
SKU00716,Midan Frozen Product 0716,Frozen,93.12,199.11
SKU00717,Midan Household Product 0717,Household,84.69,195.66
SKU00718,Midan Baby Product 0718,Baby,90.66,190.6
SKU00719,Midan Fresh Product 0719,Fresh,113.33,228.47
SKU00720,Midan Pharmacy Product 0720,Pharmacy,13.39,29.48
SKU00721,Midan Beverages Product 0721,Beverages,15.38,27.39
SKU00722,Midan Dairy Product 0722,Dairy,31.66,63.7
SKU00723,Midan Snacks Product 0723,Snacks,36.17,77.9
SKU00724,Midan Grocery Product 0724,Grocery,68.5,125.67
SKU00725,Midan Personal Care Product 0725,Personal Care,68.47,116.23
SKU00726,Midan Frozen Product 0726,Frozen,85.78,182.63
SKU00727,Midan Household Product 0727,Household,88.06,165.86
SKU00728,Midan Baby Product 0728,Baby,86.71,213.27
SKU00729,Midan Fresh Product 0729,Fresh,124.61,214.67
SKU00730,Midan Pharmacy Product 0730,Pharmacy,110.1,292.31
SKU00731,Midan Beverages Product 0731,Beverages,16.95,39.25
SKU00732,Midan Dairy Product 0732,Dairy,18.91,43.32
SKU00733,Midan Snacks Product 0733,Snacks,37.66,79.44
SKU00734,Midan Grocery Product 0734,Grocery,50.9,83.28
SKU00735,Midan Personal Care Product 0735,Personal Care,65.74,115.01
SKU00736,Midan Frozen Product 0736,Frozen,79.04,138.16
SKU00737,Midan Household Product 0737,Household,88.86,153.39
SKU00738,Midan Baby Product 0738,Baby,104.44,205.56
SKU00739,Midan Fresh Product 0739,Fresh,87.02,214.54
SKU00740,Midan Pharmacy Product 0740,Pharmacy,127.23,229.18
SKU00741,Midan Beverages Product 0741,Beverages,100.94,236.98
SKU00742,Midan Dairy Product 0742,Dairy,15.42,30.97
SKU00743,Midan Snacks Product 0743,Snacks,25.31,53.68
SKU00744,Midan Grocery Product 0744,Grocery,33.45,78.87
SKU00745,Midan Personal Care Product 0745,Personal Care,48.72,92.12
SKU00746,Midan Frozen Product 0746,Frozen,57.82,124.01
SKU00747,Midan Household Product 0747,Household,79.28,158.6
SKU00748,Midan Baby Product 0748,Baby,95.12,173.44
SKU00749,Midan Fresh Product 0749,Fresh,84.15,186.75
SKU00750,Midan Pharmacy Product 0750,Pharmacy,92.51,219.71
SKU00751,Midan Beverages Product 0751,Beverages,118.66,216.82
SKU00752,Midan Dairy Product 0752,Dairy,7.91,18.39
SKU00753,Midan Snacks Product 0753,Snacks,21.94,44.98
SKU00754,Midan Grocery Product 0754,Grocery,36.94,62.66
SKU00755,Midan Personal Care Product 0755,Personal Care,52.47,92.96
SKU00756,Midan Frozen Product 0756,Frozen,60.99,123.87
SKU00757,Midan Household Product 0757,Household,65.39,146.07
SKU00758,Midan Baby Product 0758,Baby,76.88,167.15
SKU00759,Midan Fresh Product 0759,Fresh,113.05,188.4
SKU00760,Midan Pharmacy Product 0760,Pharmacy,104.68,219.97
SKU00761,Midan Beverages Product 0761,Beverages,105.56,245.81
SKU00762,Midan Dairy Product 0762,Dairy,107.09,258.09
SKU00763,Midan Snacks Product 0763,Snacks,18.13,38.44
SKU00764,Midan Grocery Product 0764,Grocery,33.08,58.08
SKU00765,Midan Personal Care Product 0765,Personal Care,41.11,81.35
SKU00766,Midan Frozen Product 0766,Frozen,58.97,117.75
SKU00767,Midan Household Product 0767,Household,60.62,128.96
SKU00768,Midan Baby Product 0768,Baby,73.54,151.46
SKU00769,Midan Fresh Product 0769,Fresh,75.29,205.35
SKU00770,Midan Pharmacy Product 0770,Pharmacy,92.2,196.34
SKU00771,Midan Beverages Product 0771,Beverages,120.13,233.98
SKU00772,Midan Dairy Product 0772,Dairy,116.3,277.8
SKU00773,Midan Snacks Product 0773,Snacks,10.97,19.07
SKU00774,Midan Grocery Product 0774,Grocery,26.21,49.02
SKU00775,Midan Personal Care Product 0775,Personal Care,29.1,80.19
SKU00776,Midan Frozen Product 0776,Frozen,44.64,101.44
SKU00777,Midan Household Product 0777,Household,59.91,109.29
SKU00778,Midan Baby Product 0778,Baby,63.52,130.57
SKU00779,Midan Fresh Product 0779,Fresh,80.93,159.52
SKU00780,Midan Pharmacy Product 0780,Pharmacy,95.92,184.26
SKU00781,Midan Beverages Product 0781,Beverages,95.04,179.56
SKU00782,Midan Dairy Product 0782,Dairy,103.37,245.87
SKU00783,Midan Snacks Product 0783,Snacks,135.89,218.53
SKU00784,Midan Grocery Product 0784,Grocery,11.94,22.92
SKU00785,Midan Personal Care Product 0785,Personal Care,25.5,51.89
SKU00786,Midan Frozen Product 0786,Frozen,37.36,77.39
SKU00787,Midan Household Product 0787,Household,45.66,118.34
SKU00788,Midan Baby Product 0788,Baby,65.61,115.35
SKU00789,Midan Fresh Product 0789,Fresh,70.72,145.21
SKU00790,Midan Pharmacy Product 0790,Pharmacy,79.55,179.86
SKU00791,Midan Beverages Product 0791,Beverages,87.24,169.31
SKU00792,Midan Dairy Product 0792,Dairy,104.43,191.49
SKU00793,Midan Snacks Product 0793,Snacks,105.55,248.04
SKU00794,Midan Grocery Product 0794,Grocery,135.14,238.39
SKU00795,Midan Personal Care Product 0795,Personal Care,25.06,40.97
SKU00796,Midan Frozen Product 0796,Frozen,28.55,47.52
SKU00797,Midan Household Product 0797,Household,39.0,76.01
SKU00798,Midan Baby Product 0798,Baby,58.58,123.59
SKU00799,Midan Fresh Product 0799,Fresh,68.33,138.24
SKU00800,Midan Pharmacy Product 0800,Pharmacy,82.61,156.28
SKU00801,Midan Beverages Product 0801,Beverages,97.79,177.09
SKU00802,Midan Dairy Product 0802,Dairy,85.59,184.79
SKU00803,Midan Snacks Product 0803,Snacks,97.6,196.34
SKU00804,Midan Grocery Product 0804,Grocery,124.07,248.09
SKU00805,Midan Personal Care Product 0805,Personal Care,7.51,14.69
SKU00806,Midan Frozen Product 0806,Frozen,27.46,54.92
SKU00807,Midan Household Product 0807,Household,42.69,85.75
SKU00808,Midan Baby Product 0808,Baby,39.09,84.6
SKU00809,Midan Fresh Product 0809,Fresh,49.39,92.4
SKU00810,Midan Pharmacy Product 0810,Pharmacy,71.34,148.64
SKU00811,Midan Beverages Product 0811,Beverages,80.4,173.59
SKU00812,Midan Dairy Product 0812,Dairy,101.3,185.49
SKU00813,Midan Snacks Product 0813,Snacks,81.7,214.34
SKU00814,Midan Grocery Product 0814,Grocery,102.92,231.44
SKU00815,Midan Personal Care Product 0815,Personal Care,119.48,265.28
SKU00816,Midan Frozen Product 0816,Frozen,21.19,38.27
SKU00817,Midan Household Product 0817,Household,25.69,52.38
SKU00818,Midan Baby Product 0818,Baby,42.39,68.54
SKU00819,Midan Fresh Product 0819,Fresh,54.99,125.83
SKU00820,Midan Pharmacy Product 0820,Pharmacy,63.76,125.46
SKU00821,Midan Beverages Product 0821,Beverages,83.4,144.0
SKU00822,Midan Dairy Product 0822,Dairy,92.21,167.77
SKU00823,Midan Snacks Product 0823,Snacks,112.81,196.34
SKU00824,Midan Grocery Product 0824,Grocery,115.26,220.31
SKU00825,Midan Personal Care Product 0825,Personal Care,127.44,227.45
SKU00826,Midan Frozen Product 0826,Frozen,5.25,11.03
SKU00827,Midan Household Product 0827,Household,15.26,31.06
SKU00828,Midan Baby Product 0828,Baby,31.71,73.15
SKU00829,Midan Fresh Product 0829,Fresh,38.4,94.03
SKU00830,Midan Pharmacy Product 0830,Pharmacy,66.18,113.88
SKU00831,Midan Beverages Product 0831,Beverages,80.57,167.59
SKU00832,Midan Dairy Product 0832,Dairy,95.81,156.87
SKU00833,Midan Snacks Product 0833,Snacks,86.45,205.4
SKU00834,Midan Grocery Product 0834,Grocery,114.99,226.79
SKU00835,Midan Personal Care Product 0835,Personal Care,115.25,215.95
SKU00836,Midan Frozen Product 0836,Frozen,120.51,260.65
SKU00837,Midan Household Product 0837,Household,17.49,41.95
SKU00838,Midan Baby Product 0838,Baby,27.22,46.82
SKU00839,Midan Fresh Product 0839,Fresh,41.27,77.95
SKU00840,Midan Pharmacy Product 0840,Pharmacy,57.11,115.28
SKU00841,Midan Beverages Product 0841,Beverages,63.37,118.35
SKU00842,Midan Dairy Product 0842,Dairy,66.8,125.14
SKU00843,Midan Snacks Product 0843,Snacks,74.0,158.12
SKU00844,Midan Grocery Product 0844,Grocery,93.25,207.08
SKU00845,Midan Personal Care Product 0845,Personal Care,106.07,209.57
SKU00846,Midan Frozen Product 0846,Frozen,100.81,218.61
SKU00847,Midan Household Product 0847,Household,130.28,243.58
SKU00848,Midan Baby Product 0848,Baby,24.2,43.85
SKU00849,Midan Fresh Product 0849,Fresh,33.5,80.58
SKU00850,Midan Pharmacy Product 0850,Pharmacy,39.62,70.17
SKU00851,Midan Beverages Product 0851,Beverages,54.96,127.5
SKU00852,Midan Dairy Product 0852,Dairy,59.11,140.85
SKU00853,Midan Snacks Product 0853,Snacks,69.44,140.05
SKU00854,Midan Grocery Product 0854,Grocery,82.12,193.45
SKU00855,Midan Personal Care Product 0855,Personal Care,84.23,207.63
SKU00856,Midan Frozen Product 0856,Frozen,95.51,227.12
SKU00857,Midan Household Product 0857,Household,122.96,256.72
SKU00858,Midan Baby Product 0858,Baby,19.26,36.57
SKU00859,Midan Fresh Product 0859,Fresh,18.13,41.22
SKU00860,Midan Pharmacy Product 0860,Pharmacy,28.65,69.35
SKU00861,Midan Beverages Product 0861,Beverages,46.4,92.98
SKU00862,Midan Dairy Product 0862,Dairy,62.78,99.44
SKU00863,Midan Snacks Product 0863,Snacks,58.29,150.02
SKU00864,Midan Grocery Product 0864,Grocery,86.51,170.62
SKU00865,Midan Personal Care Product 0865,Personal Care,85.12,189.33
SKU00866,Midan Frozen Product 0866,Frozen,93.01,198.64
SKU00867,Midan Household Product 0867,Household,122.07,235.4
SKU00868,Midan Baby Product 0868,Baby,124.01,245.44
SKU00869,Midan Fresh Product 0869,Fresh,12.83,31.21
SKU00870,Midan Pharmacy Product 0870,Pharmacy,31.73,67.54
SKU00871,Midan Beverages Product 0871,Beverages,48.28,92.26
SKU00872,Midan Dairy Product 0872,Dairy,49.53,101.31
SKU00873,Midan Snacks Product 0873,Snacks,61.77,119.97
